,customer_id,address,postcode,state,country,property_valuation,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
173,35,34 Russell Plaza,4127,QLD,Australia,6,2017-09-29,False,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,35052.0,Strettle,Strettle,Female,40.0,1963-09-28,Information Systems Manager,Health,High Net Worth,No,Yes,16.0
174,35,34 Russell Plaza,4127,QLD,Australia,6,2017-06-23,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,42710.0,Strettle,Strettle,Female,40.0,1963-09-28,Information Systems Manager,Health,High Net Worth,No,Yes,16.0
175,35,34 Russell Plaza,4127,QLD,Australia,6,2017-03-30,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,40553.0,Strettle,Strettle,Female,40.0,1963-09-28,Information Systems Manager,Health,High Net Worth,No,Yes,16.0
176,35,34 Russell Plaza,4127,QLD,Australia,6,2017-03-28,True,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,35667.0,Strettle,Strettle,Female,40.0,1963-09-28,Information Systems Manager,Health,High Net Worth,No,Yes,16.0
179,37,54 Sage Plaza,4726,QLD,Australia,1,2017-12-23,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,Dwerryhouse,Dwerryhouse,Female,46.0,1985-12-22,Social Worker,Health,High Net Worth,No,No,16.0
180,37,54 Sage Plaza,4726,QLD,Australia,1,2017-11-09,True,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0,Dwerryhouse,Dwerryhouse,Female,46.0,1985-12-22,Social Worker,Health,High Net Worth,No,No,16.0
181,37,54 Sage Plaza,4726,QLD,Australia,1,2017-10-09,False,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0,Dwerryhouse,Dwerryhouse,Female,46.0,1985-12-22,Social Worker,Health,High Net Worth,No,No,16.0
182,37,54 Sage Plaza,4726,QLD,Australia,1,2017-09-12,False,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38991.0,Dwerryhouse,Dwerryhouse,Female,46.0,1985-12-22,Social Worker,Health,High Net Worth,No,No,16.0
183,37,54 Sage Plaza,4726,QLD,Australia,1,2017-08-12,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0,Dwerryhouse,Dwerryhouse,Female,46.0,1985-12-22,Social Worker,Health,High Net Worth,No,No,16.0
184,37,54 Sage Plaza,4726,QLD,Australia,1,2017-07-05,True,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0,Dwerryhouse,Dwerryhouse,Female,46.0,1985-12-22,Social Worker,Health,High Net Worth,No,No,16.0
185,37,54 Sage Plaza,4726,QLD,Australia,1,2017-05-07,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0,Dwerryhouse,Dwerryhouse,Female,46.0,1985-12-22,Social Worker,Health,High Net Worth,No,No,16.0
186,37,54 Sage Plaza,4726,QLD,Australia,1,2017-05-01,False,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698.0,Dwerryhouse,Dwerryhouse,Female,46.0,1985-12-22,Social Worker,Health,High Net Worth,No,No,16.0
187,37,54 Sage Plaza,4726,QLD,Australia,1,2017-03-05,True,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0,Dwerryhouse,Dwerryhouse,Female,46.0,1985-12-22,Social Worker,Health,High Net Worth,No,No,16.0
188,38,90 Lawn Parkway,4805,QLD,Australia,4,2017-11-10,False,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0,Merman,Merman,Female,37.0,1955-10-29,Senior Cost Accountant,Financial Services,Affluent Customer,No,No,20.0
189,38,90 Lawn Parkway,4805,QLD,Australia,4,2017-08-22,False,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779.0,Merman,Merman,Female,37.0,1955-10-29,Senior Cost Accountant,Financial Services,Affluent Customer,No,No,20.0
190,38,90 Lawn Parkway,4805,QLD,Australia,4,2017-08-13,False,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560.0,Merman,Merman,Female,37.0,1955-10-29,Senior Cost Accountant,Financial Services,Affluent Customer,No,No,20.0
191,38,90 Lawn Parkway,4805,QLD,Australia,4,2017-01-23,True,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0,Merman,Merman,Female,37.0,1955-10-29,Senior Cost Accountant,Financial Services,Affluent Customer,No,No,20.0
192,39,38726 Ilene Crossing,2212,New South Wales,Australia,10,2017-11-26,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,Smalley,Smalley,Male,5.0,1979-04-16,Assistant Media Planner,Entertainment,Mass Customer,No,No,22.0
193,39,38726 Ilene Crossing,2212,New South Wales,Australia,10,2017-11-24,False,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0,Smalley,Smalley,Male,5.0,1979-04-16,Assistant Media Planner,Entertainment,Mass Customer,No,No,22.0
194,39,38726 Ilene Crossing,2212,New South Wales,Australia,10,2017-10-06,True,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0,Smalley,Smalley,Male,5.0,1979-04-16,Assistant Media Planner,Entertainment,Mass Customer,No,No,22.0
195,39,38726 Ilene Crossing,2212,New South Wales,Australia,10,2017-09-23,False,Approved,Solex,Standard,high,medium,748.17,448.9,33552.0,Smalley,Smalley,Male,5.0,1979-04-16,Assistant Media Planner,Entertainment,Mass Customer,No,No,22.0
196,39,38726 Ilene Crossing,2212,New South Wales,Australia,10,2017-09-16,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334.0,Smalley,Smalley,Male,5.0,1979-04-16,Assistant Media Planner,Entertainment,Mass Customer,No,No,22.0
197,39,38726 Ilene Crossing,2212,New South Wales,Australia,10,2017-08-28,False,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0,Smalley,Smalley,Male,5.0,1979-04-16,Assistant Media Planner,Entertainment,Mass Customer,No,No,22.0
198,39,38726 Ilene Crossing,2212,New South Wales,Australia,10,2017-08-16,True,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105.0,Smalley,Smalley,Male,5.0,1979-04-16,Assistant Media Planner,Entertainment,Mass Customer,No,No,22.0
199,39,38726 Ilene Crossing,2212,New South Wales,Australia,10,2017-08-04,False,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0,Smalley,Smalley,Male,5.0,1979-04-16,Assistant Media Planner,Entertainment,Mass Customer,No,No,22.0
200,39,38726 Ilene Crossing,2212,New South Wales,Australia,10,2017-05-29,False,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698.0,Smalley,Smalley,Male,5.0,1979-04-16,Assistant Media Planner,Entertainment,Mass Customer,No,No,22.0
201,39,38726 Ilene Crossing,2212,New South Wales,Australia,10,2017-02-09,False,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064.0,Smalley,Smalley,Male,5.0,1979-04-16,Assistant Media Planner,Entertainment,Mass Customer,No,No,22.0
202,39,38726 Ilene Crossing,2212,New South Wales,Australia,10,2017-02-07,True,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0,Smalley,Smalley,Male,5.0,1979-04-16,Assistant Media Planner,Entertainment,Mass Customer,No,No,22.0
203,39,38726 Ilene Crossing,2212,New South Wales,Australia,10,2017-01-19,False,Approved,Solex,Standard,medium,large,202.62,151.96,42458.0,Smalley,Smalley,Male,5.0,1979-04-16,Assistant Media Planner,Entertainment,Mass Customer,No,No,22.0
204,40,3496 Brown Drive,2207,New South Wales,Australia,8,2017-12-16,False,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0,Jerche,Jerche,Female,91.0,1981-10-27,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,No,No,14.0
205,40,3496 Brown Drive,2207,New South Wales,Australia,8,2017-07-26,True,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0,Jerche,Jerche,Female,91.0,1981-10-27,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,No,No,14.0
206,40,3496 Brown Drive,2207,New South Wales,Australia,8,2017-05-09,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,Jerche,Jerche,Female,91.0,1981-10-27,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,No,No,14.0
207,40,3496 Brown Drive,2207,New South Wales,Australia,8,2017-04-21,False,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0,Jerche,Jerche,Female,91.0,1981-10-27,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,No,No,14.0
208,40,3496 Brown Drive,2207,New South Wales,Australia,8,2017-01-24,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0,Jerche,Jerche,Female,91.0,1981-10-27,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,No,No,14.0
209,41,7188 Cody Way,3350,VIC,Australia,9,2017-12-01,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0,Coupe,Coupe,Male,64.0,1976-04-14,Food Chemist,Health,Mass Customer,No,No,16.0
210,41,7188 Cody Way,3350,VIC,Australia,9,2017-11-29,True,Approved,Solex,Standard,medium,large,202.62,151.96,42458.0,Coupe,Coupe,Male,64.0,1976-04-14,Food Chemist,Health,Mass Customer,No,No,16.0
211,41,7188 Cody Way,3350,VIC,Australia,9,2017-11-14,True,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,Coupe,Coupe,Male,64.0,1976-04-14,Food Chemist,Health,Mass Customer,No,No,16.0
212,41,7188 Cody Way,3350,VIC,Australia,9,2017-08-03,False,Cancelled,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0,Coupe,Coupe,Male,64.0,1976-04-14,Food Chemist,Health,Mass Customer,No,No,16.0
213,41,7188 Cody Way,3350,VIC,Australia,9,2017-07-09,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0,Coupe,Coupe,Male,64.0,1976-04-14,Food Chemist,Health,Mass Customer,No,No,16.0
214,41,7188 Cody Way,3350,VIC,Australia,9,2017-04-18,False,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0,Coupe,Coupe,Male,64.0,1976-04-14,Food Chemist,Health,Mass Customer,No,No,16.0
215,41,7188 Cody Way,3350,VIC,Australia,9,2017-04-15,True,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226.0,Coupe,Coupe,Male,64.0,1976-04-14,Food Chemist,Health,Mass Customer,No,No,16.0
216,41,7188 Cody Way,3350,VIC,Australia,9,2017-02-22,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404.0,Coupe,Coupe,Male,64.0,1976-04-14,Food Chemist,Health,Mass Customer,No,No,16.0
217,41,7188 Cody Way,3350,VIC,Australia,9,2017-01-24,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,Coupe,Coupe,Male,64.0,1976-04-14,Food Chemist,Health,Mass Customer,No,No,16.0
218,42,1 Claremont Park,3931,VIC,Australia,10,2017-09-10,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784.0,Durnall,Durnall,Female,24.0,1977-03-28,Accountant III,Manufacturing,Mass Customer,No,No,18.0
219,42,1 Claremont Park,3931,VIC,Australia,10,2017-08-17,True,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0,Durnall,Durnall,Female,24.0,1977-03-28,Accountant III,Manufacturing,Mass Customer,No,No,18.0
220,42,1 Claremont Park,3931,VIC,Australia,10,2017-06-03,False,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0,Durnall,Durnall,Female,24.0,1977-03-28,Accountant III,Manufacturing,Mass Customer,No,No,18.0
221,42,1 Claremont Park,3931,VIC,Australia,10,2017-02-01,True,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0,Durnall,Durnall,Female,24.0,1977-03-28,Accountant III,Manufacturing,Mass Customer,No,No,18.0
222,43,60 Eagan Circle,4018,QLD,Australia,8,2017-10-30,True,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220.0,Belt,Belt,Female,38.0,1983-03-01,Director of Sales,Retail,Mass Customer,No,No,5.0
223,43,60 Eagan Circle,4018,QLD,Australia,8,2017-10-10,False,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710.0,Belt,Belt,Female,38.0,1983-03-01,Director of Sales,Retail,Mass Customer,No,No,5.0
224,43,60 Eagan Circle,4018,QLD,Australia,8,2017-08-14,False,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0,Belt,Belt,Female,38.0,1983-03-01,Director of Sales,Retail,Mass Customer,No,No,5.0
225,43,60 Eagan Circle,4018,QLD,Australia,8,2017-08-02,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0,Belt,Belt,Female,38.0,1983-03-01,Director of Sales,Retail,Mass Customer,No,No,5.0
226,43,60 Eagan Circle,4018,QLD,Australia,8,2017-07-13,False,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,Belt,Belt,Female,38.0,1983-03-01,Director of Sales,Retail,Mass Customer,No,No,5.0
227,43,60 Eagan Circle,4018,QLD,Australia,8,2017-07-09,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710.0,Belt,Belt,Female,38.0,1983-03-01,Director of Sales,Retail,Mass Customer,No,No,5.0
228,43,60 Eagan Circle,4018,QLD,Australia,8,2017-02-07,True,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0,Belt,Belt,Female,38.0,1983-03-01,Director of Sales,Retail,Mass Customer,No,No,5.0
229,43,60 Eagan Circle,4018,QLD,Australia,8,2017-01-18,False,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880.0,Belt,Belt,Female,38.0,1983-03-01,Director of Sales,Retail,Mass Customer,No,No,5.0
230,43,60 Eagan Circle,4018,QLD,Australia,8,2017-01-04,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0,Belt,Belt,Female,38.0,1983-03-01,Director of Sales,Retail,Mass Customer,No,No,5.0
231,44,89314 Eagle Crest Center,4670,QLD,Australia,2,2017-11-25,False,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,41533.0,Verick,Verick,Male,63.0,1981-10-18,Assistant Media Planner,Entertainment,Affluent Customer,No,Yes,17.0
232,44,89314 Eagle Crest Center,4670,QLD,Australia,2,2017-11-24,True,Approved,Solex,Standard,low,medium,945.04,507.58,40618.0,Verick,Verick,Male,63.0,1981-10-18,Assistant Media Planner,Entertainment,Affluent Customer,No,Yes,17.0
233,44,89314 Eagle Crest Center,4670,QLD,Australia,2,2017-09-29,False,Approved,Solex,Standard,medium,medium,441.49,84.99,39427.0,Verick,Verick,Male,63.0,1981-10-18,Assistant Media Planner,Entertainment,Affluent Customer,No,Yes,17.0
234,44,89314 Eagle Crest Center,4670,QLD,Australia,2,2017-09-04,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0,Verick,Verick,Male,63.0,1981-10-18,Assistant Media Planner,Entertainment,Affluent Customer,No,Yes,17.0
235,44,89314 Eagle Crest Center,4670,QLD,Australia,2,2017-05-24,False,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0,Verick,Verick,Male,63.0,1981-10-18,Assistant Media Planner,Entertainment,Affluent Customer,No,Yes,17.0
236,44,89314 Eagle Crest Center,4670,QLD,Australia,2,2017-04-28,True,Approved,Solex,Standard,medium,medium,1945.43,333.18,38193.0,Verick,Verick,Male,63.0,1981-10-18,Assistant Media Planner,Entertainment,Affluent Customer,No,Yes,17.0
237,44,89314 Eagle Crest Center,4670,QLD,Australia,2,2017-04-17,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41701.0,Verick,Verick,Male,63.0,1981-10-18,Assistant Media Planner,Entertainment,Affluent Customer,No,Yes,17.0
238,45,2028 Lakewood Place,2480,New South Wales,Australia,3,2017-11-17,True,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833.0,Woodhead,Woodhead,Male,64.0,1975-09-23,Senior Financial Analyst,Financial Services,Mass Customer,No,No,8.0
239,45,2028 Lakewood Place,2480,New South Wales,Australia,3,2017-08-19,False,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0,Woodhead,Woodhead,Male,64.0,1975-09-23,Senior Financial Analyst,Financial Services,Mass Customer,No,No,8.0
240,45,2028 Lakewood Place,2480,New South Wales,Australia,3,2017-07-09,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0,Woodhead,Woodhead,Male,64.0,1975-09-23,Senior Financial Analyst,Financial Services,Mass Customer,No,No,8.0
246,47,543 Killdeer Park,2322,New South Wales,Australia,4,2017-11-25,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,Jeaycock,Jeaycock,Male,51.0,1992-10-22,Registered Nurse,Health,Affluent Customer,No,No,2.0
247,47,543 Killdeer Park,2322,New South Wales,Australia,4,2017-08-22,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0,Jeaycock,Jeaycock,Male,51.0,1992-10-22,Registered Nurse,Health,Affluent Customer,No,No,2.0
248,47,543 Killdeer Park,2322,New South Wales,Australia,4,2017-07-26,True,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0,Jeaycock,Jeaycock,Male,51.0,1992-10-22,Registered Nurse,Health,Affluent Customer,No,No,2.0
249,47,543 Killdeer Park,2322,New South Wales,Australia,4,2017-07-15,True,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498.0,Jeaycock,Jeaycock,Male,51.0,1992-10-22,Registered Nurse,Health,Affluent Customer,No,No,2.0
250,47,543 Killdeer Park,2322,New South Wales,Australia,4,2017-03-15,True,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0,Jeaycock,Jeaycock,Male,51.0,1992-10-22,Registered Nurse,Health,Affluent Customer,No,No,2.0
251,47,543 Killdeer Park,2322,New South Wales,Australia,4,2017-03-10,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334.0,Jeaycock,Jeaycock,Male,51.0,1992-10-22,Registered Nurse,Health,Affluent Customer,No,No,2.0
252,47,543 Killdeer Park,2322,New South Wales,Australia,4,2017-01-17,False,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0,Jeaycock,Jeaycock,Male,51.0,1992-10-22,Registered Nurse,Health,Affluent Customer,No,No,2.0
265,50,957 Veith Junction,2047,New South Wales,Australia,10,2017-12-04,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,33888.0,Schapero,Schapero,Male,38.0,1980-10-01,Account Executive,Manufacturing,Mass Customer,No,Yes,16.0
266,50,957 Veith Junction,2047,New South Wales,Australia,10,2017-07-24,False,Approved,Giant Bicycles,Road,low,small,590.26,525.33,37499.0,Schapero,Schapero,Male,38.0,1980-10-01,Account Executive,Manufacturing,Mass Customer,No,Yes,16.0
267,50,957 Veith Junction,2047,New South Wales,Australia,10,2017-07-22,True,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,39031.0,Schapero,Schapero,Male,38.0,1980-10-01,Account Executive,Manufacturing,Mass Customer,No,Yes,16.0
268,50,957 Veith Junction,2047,New South Wales,Australia,10,2017-06-04,True,Approved,Solex,Touring,medium,large,2083.94,675.03,38206.0,Schapero,Schapero,Male,38.0,1980-10-01,Account Executive,Manufacturing,Mass Customer,No,Yes,16.0
269,50,957 Veith Junction,2047,New South Wales,Australia,10,2017-04-27,True,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,36668.0,Schapero,Schapero,Male,38.0,1980-10-01,Account Executive,Manufacturing,Mass Customer,No,Yes,16.0
270,50,957 Veith Junction,2047,New South Wales,Australia,10,2017-04-03,True,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,34996.0,Schapero,Schapero,Male,38.0,1980-10-01,Account Executive,Manufacturing,Mass Customer,No,Yes,16.0
271,50,957 Veith Junction,2047,New South Wales,Australia,10,2017-01-17,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92,41009.0,Schapero,Schapero,Male,38.0,1980-10-01,Account Executive,Manufacturing,Mass Customer,No,Yes,16.0
272,51,4853 Gulseth Avenue,4503,QLD,Australia,5,2017-11-05,False,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0,Dilke,Dilke,Male,68.0,1959-12-05,Computer Systems Analyst II,Retail,Mass Customer,No,No,18.0
273,51,4853 Gulseth Avenue,4503,QLD,Australia,5,2017-11-03,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0,Dilke,Dilke,Male,68.0,1959-12-05,Computer Systems Analyst II,Retail,Mass Customer,No,No,18.0
274,51,4853 Gulseth Avenue,4503,QLD,Australia,5,2017-09-17,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859.0,Dilke,Dilke,Male,68.0,1959-12-05,Computer Systems Analyst II,Retail,Mass Customer,No,No,18.0
275,51,4853 Gulseth Avenue,4503,QLD,Australia,5,2017-08-22,False,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0,Dilke,Dilke,Male,68.0,1959-12-05,Computer Systems Analyst II,Retail,Mass Customer,No,No,18.0
276,51,4853 Gulseth Avenue,4503,QLD,Australia,5,2017-05-25,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337.0,Dilke,Dilke,Male,68.0,1959-12-05,Computer Systems Analyst II,Retail,Mass Customer,No,No,18.0
277,51,4853 Gulseth Avenue,4503,QLD,Australia,5,2017-02-12,False,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696.0,Dilke,Dilke,Male,68.0,1959-12-05,Computer Systems Analyst II,Retail,Mass Customer,No,No,18.0
278,51,4853 Gulseth Avenue,4503,QLD,Australia,5,2017-01-08,True,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560.0,Dilke,Dilke,Male,68.0,1959-12-05,Computer Systems Analyst II,Retail,Mass Customer,No,No,18.0
279,51,4853 Gulseth Avenue,4503,QLD,Australia,5,2017-01-01,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,Dilke,Dilke,Male,68.0,1959-12-05,Computer Systems Analyst II,Retail,Mass Customer,No,No,18.0
